"DISEASE NAME","HOME REMEDY 1","HOME REMEDY 2","HOME REMEDY 3","HOME REMEDY 4","HOME REMEDY 5","HOME REMEDY 6"
"Rectal Bleeding (Non-severe)","Sitz Bath
Why to Use: Soothes irritation and reduces swelling.
How to Use: Sit in warm water for 10-15 minutes, 2-3 times daily.","Witch Hazel
Why to Use: Reduces inflammation and soothes itching.
How to Use: Apply witch hazel with a cotton pad to the affected area after cleaning.","High-Fiber Diet
Why to Use: Prevents constipation and straining.
How to Use: Consume fruits, vegetables, whole grains, and legumes daily.","Hydration
Why to Use: Softens stools and reduces discomfort.
How to Use: Drink at least 8 glasses of water daily.","Aloe Vera Gel
Why to Use: Soothes and promotes healing of irritated skin.
How to Use: Apply fresh aloe vera gel externally to the area after cleaning.","Cold Compress
Why to Use: Reduces swelling and numbs discomfort.
How to Use: Apply an ice pack wrapped in cloth to the area for 10 minutes."
"Recurrent Headaches","Peppermint Oil
Why to Use: Relieves tension and improves circulation.
How to Use: Apply a few drops to your temples and gently massage.","Ginger Tea
Why to Use: Reduces inflammation and alleviates headache pain.
How to Use: Brew fresh ginger slices in hot water, strain, and drink twice daily.","Hydration
Why to Use: Prevents dehydration-related headaches.
How to Use: Drink water regularly throughout the day.","Magnesium Supplements
Why to Use: Alleviates chronic headaches caused by magnesium deficiency.
How to Use: Consult a doctor for the appropriate dosage of magnesium supplements.","Cold Compress
Why to Use: Numbs the pain and reduces inflammation.
How to Use: Apply a cold pack to your forehead for 15 minutes.","Avoid Triggers
Why to Use: Prevents headache episodes.
How to Use: Identify and avoid triggers like caffeine, stress, or lack of sleep."
"Red Eyes from Fatigue","Cold Compress
Why to Use: Reduces redness and soothes tired eyes.
How to Use: Apply a cold washcloth to closed eyes for 10 minutes.","Cucumber Slices
Why to Use: Hydrates and refreshes tired eyes.
How to Use: Place chilled cucumber slices on your eyes for 10 minutes.","Rose Water
Why to Use: Soothes and cleanses the eyes.
How to Use: Dip cotton pads in rose water and place them over closed eyes for 10 minutes.","Hydration
Why to Use: Prevents dryness and irritation.
How to Use: Drink 8-10 glasses of water daily.","Frequent Breaks
Why to Use: Reduces eye strain from screens.
How to Use: Follow the 20-20-20 rule: Look 20 feet away for 20 seconds every 20 minutes.","Lubricating Eye Drops
Why to Use: Moisturizes dry eyes and reduces redness.
How to Use: Use over-the-counter artificial tears as directed."
"Ringworm","Tea Tree Oil
Why to Use: Antifungal properties kill the infection.
How to Use: Dilute tea tree oil with carrier oil and apply to the area twice daily.","Garlic Paste
Why to Use: Antifungal properties help eliminate ringworm.
How to Use: Crush garlic cloves, apply the paste to the affected area, and rinse after 15 minutes.","Coconut Oil
Why to Use: Soothes irritation and acts as an antifungal agent.
How to Use: Apply coconut oil to the area 2-3 times daily.","Apple Cider Vinegar
Why to Use: Natural antifungal properties reduce the infection.
How to Use: Apply diluted apple cider vinegar with a cotton ball 2-3 times daily.","Turmeric Paste
Why to Use: Anti-inflammatory and antifungal properties heal the infection.
How to Use: Apply a paste of turmeric and water to the area, rinse after 20 minutes.","Keep Area Dry
Why to Use: Prevents the fungus from spreading.
How to Use: Wash the area regularly and pat it dry with a clean towel."
"Rough Elbows and Knees","Coconut Oil
Why to Use: Deeply moisturizes dry and rough skin.
How to Use: Massage warm coconut oil on elbows and knees before bed.","Honey and Lemon Scrub
Why to Use: Exfoliates dead skin and hydrates.
How to Use: Mix honey with lemon juice, apply to the areas, and rinse after 20 minutes.","Oatmeal Paste
Why to Use: Gently exfoliates and soothes dry patches.
How to Use: Mix oatmeal with milk to form a paste, apply, and rinse after 15 minutes.","Baking Soda Scrub
Why to Use: Removes rough patches and smoothens skin.
How to Use: Mix baking soda with water into a paste, gently scrub, and rinse.","Shea Butter
Why to Use: Deeply hydrates and softens rough skin.
How to Use: Apply shea butter daily to elbows and knees after a shower.","Aloe Vera Gel

Why to Use: Soothes and heals dry, rough patches.
How to Use: Apply fresh aloe vera gel to the areas and leave it overnight.
"
"Runny Nose","Steam Inhalation

Why to Use: Clears nasal passages.
How to Use: Inhale steam from hot water with a few drops of eucalyptus oil for 10 minutes.","Ginger Tea

Why to Use: Reduces mucus production.
How to Use: Boil fresh ginger in water, strain, and drink twice daily.","Saline Nasal Spray

Why to Use: Flushes out irritants and moisturizes nasal passages.
How to Use: Spray into each nostril as needed.","Honey and Lemon

Why to Use: Soothes the throat and reduces mucus.
How to Use: Mix 1 tablespoon of honey with a few drops of lemon juice and consume.","Peppermint Tea

Why to Use: Relieves nasal congestion.
How to Use: Brew peppermint leaves in hot water, strain, and drink warm.","Hydration

Why to Use: Thins mucus and eases congestion.
How to Use: Drink plenty of water and warm fluids like soups."
"Scabies","Neem Oil

Why to Use: Antibacterial and antifungal properties kill mites.
How to Use: Apply neem oil directly to the affected areas daily.","Tea Tree Oil

Why to Use: Relieves itching and kills scabies mites.
How to Use: Dilute tea tree oil with carrier oil and apply twice daily.","Aloe Vera Gel

Why to Use: Soothes itching and inflammation.
How to Use: Apply fresh aloe vera gel to affected areas 2-3 times daily.","Clove Oil

Why to Use: Has antimicrobial properties to kill mites.
How to Use: Mix clove oil with a carrier oil and apply to the skin.","Turmeric and Neem Paste

Why to Use: Combines anti-inflammatory and antimicrobial benefits.
How to Use: Apply a paste of turmeric and neem leaves, leave for 30 minutes, and rinse.","Hygiene Practices

Why to Use: Prevents reinfection and spreads.
How to Use: Wash clothes and bedding in hot water daily and keep skin clean."
"Sciatica Pain Relief","Hot and Cold Compress

Why to Use: Reduces inflammation and soothes nerve pain.
How to Use: Alternate between hot and cold packs on the lower back for 15 minutes each.","Yoga Stretches

Why to Use: Improves flexibility and relieves pressure on the sciatic nerve.
How to Use: Practice poses like Child’s Pose or Pigeon Pose for 5-10 minutes daily.","Turmeric Milk

Why to Use: Anti-inflammatory properties relieve pain.
How to Use: Mix 1 teaspoon of turmeric powder in warm milk and drink daily.","Garlic Oil Massage

Why to Use: Eases nerve pain and inflammation.
How to Use: Massage garlic-infused oil onto the affected area before bedtime.","Epsom Salt Bath

Why to Use: Relaxes muscles and reduces pain.
How to Use: Add 2 cups of Epsom salt to warm bathwater and soak for 20 minutes","Stay Active

Why to Use: Prevents stiffness and promotes healing.
How to Use: Take short walks or do low-impact exercises regularly."
"Seasonal Affective Disorder","Light Therapy

Why to Use: Mimics natural sunlight to improve mood.
How to Use: Use a light therapy box for 20-30 minutes daily in the morning.","Vitamin D Supplementation

Why to Use: Compensates for reduced sunlight exposure.
How to Use: Take vitamin D supplements as directed by a doctor.","Omega-3 Fatty Acids

Why to Use: Improves mood and reduces symptoms of depression.
How to Use: Consume foods rich in omega-3s, like salmon or walnuts, or take supplements.","Exercise

Why to Use: Boosts serotonin and endorphin levels.
How to Use: Engage in 30 minutes of physical activity daily, such as walking or yoga.","Aromatherapy

Why to Use: Eases stress and uplifts mood.
How to Use: Use essential oils like lavender or citrus in a diffuser.","Keep a Routine

Why to Use: Maintains stability during low-energy periods.
How to Use: Stick to a consistent schedule for sleep, meals, and activities."
"Sensitive Skin","Aloe Vera Gel

Why to Use: Calms redness and hydrates skin.
How to Use: Apply fresh aloe vera gel as a moisturizer daily.","Oatmeal Paste

Why to Use: Soothes irritation and reduces inflammation.
How to Use: Mix oatmeal with water to form a paste, apply, and rinse after 15 minutes.","Coconut Oil

Why to Use: Locks in moisture and soothes sensitivity.
How to Use: Use as a moisturizer on damp skin after bathing.","Green Tea Compress

Why to Use: Reduces inflammation and soothes redness.
How to Use: Place chilled green tea bags on affected areas for 10 minutes.","Honey Mask

Why to Use: Nourishes and soothes sensitive skin.
How to Use: Apply raw honey to your face, leave for 15 minutes, and rinse with warm water.","Avoid Harsh Products

Why to Use: Prevents irritation and flare-ups.
How to Use: Use fragrance-free, hypoallergenic skincare products."
"Sensitive Teeth","Desensitizing Toothpaste

Why to Use: Protects enamel and reduces nerve sensitivity.
How to Use: Brush twice daily with a desensitizing toothpaste.","Clove Oil

Why to Use: Numbs pain and reduces sensitivity.
How to Use: Apply a small amount of clove oil to sensitive areas with a cotton swab.","Salt Water Rinse

Why to Use: Reduces inflammation and soothes gums.
How to Use: Rinse with warm salt water twice daily.","Hydrogen Peroxide Rinse

Why to Use: Reduces pain and kills bacteria.
How to Use: Dilute 3% hydrogen peroxide with equal parts water and rinse twice daily.","Avoid Acidic Foods

Why to Use: Prevents enamel erosion.
How to Use: Limit citrus fruits, carbonated drinks, and vinegar-based foods.","Calcium-Rich Foods

Why to Use: Strengthens enamel and reduces sensitivity.
How to Use: Incorporate milk, cheese, and leafy greens into your diet."
"Shin Splints","Cold Compress

Why to Use: Reduces swelling and pain.
How to Use: Apply an ice pack wrapped in a cloth to the shins for 15-20 minutes every few hours.","Epsom Salt Soak

Why to Use: Relaxes muscles and reduces inflammation.
How to Use: Add 2 cups of Epsom salt to warm water and soak your legs for 20 minutes.","Compression Wraps

Why to Use: Supports the shins and reduces strain.
How to Use: Use elastic bandages or compression sleeves around the affected area.","Rest and Elevation

Why to Use: Alleviates pain and promotes healing.
How to Use: Rest with your legs elevated on a pillow to reduce swelling.","Calf Stretches

Why to Use: Improves flexibility and eases tension.
How to Use: Stretch your calves daily, holding each stretch for 30 seconds.","Footwear Upgrade

Why to Use: Reduces impact and prevents recurrence.
How to Use: Wear cushioned, supportive shoes designed for your activity type"
"Shingles (Pain Management)","Cool Compress

Why to Use: Reduces pain and itching.
How to Use: Apply a clean, cool cloth to the affected area for 10-15 minutes.","Oatmeal Baths

Why to Use: Soothes irritated skin.
How to Use: Add colloidal oatmeal to warm bathwater and soak for 20 minutes.","Aloe Vera Gel

Why to Use: Cools and moisturizes the rash.
How to Use: Apply fresh aloe vera gel gently to the shingles rash.","Honey

Why to Use: Antimicrobial properties help prevent secondary infections.
How to Use: Dab raw honey on the rash and cover with a clean cloth.","Vitamin E Oil

Why to Use: Promotes skin healing and reduces scarring.
How to Use: Gently massage vitamin E oil onto the affected area.","Pain-Relief Creams

Why to Use: Alleviates nerve pain.
How to Use: Use over-the-counter creams containing capsaicin or menthol."
"Shoulder Pain (Minor)","Hot and Cold Therapy

Why to Use: Reduces inflammation and soothes muscles.
How to Use: Alternate between an ice pack and a heating pad for 15 minutes each.","Stretching Exercises

Why to Use: Improves mobility and reduces stiffness.
How to Use: Do gentle shoulder rolls and arm stretches daily.","Epsom Salt Compress

Why to Use: Relaxes muscles and alleviates pain.
How to Use: Dissolve Epsom salt in warm water, soak a cloth, and apply to the shoulder.","Massage with Olive Oil

Why to Use: Improves blood flow and reduces tension.
How to Use: Warm olive oil and massage gently onto the shoulder.","Turmeric Paste

Why to Use: Anti-inflammatory properties reduce pain.
How to Use: Mix turmeric with water to form a paste and apply it to the affected area for 30 minutes.","Posture Correction

Why to Use: Prevents strain on the shoulder muscles.
How to Use: Maintain an upright posture and avoid slouching."
"Sickle Cell Anemia (Mild Symptoms)","Stay Hydrated

Why to Use: Reduces the risk of sickle cell crises.
How to Use: Drink at least 8-10 glasses of water daily.","Folic Acid-Rich Foods

Why to Use: Supports the production of red blood cells.
How to Use: Include leafy greens, beans, and fortified cereals in your diet.","Warm Compress

Why to Use: Relieves joint and muscle pain.
How to Use: Apply a warm cloth or heating pad to painful areas.","Ginger Tea

Why to Use: Reduces inflammation and pain.
How to Use: Brew fresh ginger in hot water, strain, and drink twice daily.","Iron-Rich Foods

Why to Use: Prevents anemia-related fatigue.
How to Use: Consume iron-rich foods like lentils, red meat, and spinach.","Avoid Triggers

Why to Use: Prevents crises.
How to Use: Avoid extreme temperatures and high altitudes."
